"","pmid","year","labels","phrase","highest_pvalue","group"
"32301",26386784,2015,2014,"""a strong trend""",0.11,">=0.15"
"32311",19229988,2009,2008,"""a strong trend""",0.054,">=0.05-0.15"
"32321",17412717,2008,2008,"""near-significant""",0.06,">=0.05-0.15"
"32331",25716777,2015,2014,"""a significant trend""",0.01,"<0.05"
"32341",11028724,2000,1999,"""almost reached statistical significance""",0.072,">=0.05-0.15"
"32361",18806043,2008,2008,"""a significant trend""",0.003,"<0.05"
"32381",9185752,1997,1996,"""tendency toward statistical significance""",0.078,">=0.05-0.15"
"32401",26335027,2015,2014,"""tended to be significant""",0.099,">=0.05-0.15"
"32411",20559031,2010,2008,"""a nonsignificant trend""",0.15,">=0.15"
"32421",22768330,2012,2011,"""marginally statistically significant""",0.03,"<0.05"
"32431",10989265,2000,1999,"""a statistical trend""",0.09,">=0.05-0.15"
"32441",8858275,1996,1996,"""almost significant""",0.054,">=0.05-0.15"
"32451",10439741,1999,1999,"""almost significant""",0.016,"<0.05"
"32471",18382339,2008,2008,"""marginal significance""",0.07,">=0.05-0.15"
"32481",25972454,2015,2014,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"32491",16223396,2005,2005,"""reached borderline significance""",0.051,">=0.05-0.15"
"32511",22160628,2012,2011,"""a statistical trend""",0.08,">=0.05-0.15"
"32541",17267793,2007,2005,"""fell just short of statistical significance""",0.06,">=0.05-0.15"
"32551",17068392,2007,2005,"""almost reached statistical significance""",0.057,">=0.05-0.15"
"32561",9111852,1997,1996,"""almost significant""",0.1,">=0.15"
"32571",15926963,2005,2005,"""near significance""",0.066,">=0.05-0.15"
"32601",16944396,2006,2005,"""just failed to reach statistical significance""",0.1,">=0.15"
"32611",15037339,2004,2002,"""approaching significance""",0.07,">=0.05-0.15"
"32641",25581205,2015,2014,"""a slight trend""",0.11,">=0.15"
"32651",21228118,2012,2011,"""almost significant""",0.04,"<0.05"
"32661",26630992,2016,2014,"""near-significant""",0.06,">=0.05-0.15"
"32671",24029535,2013,2011,"""narrowly missed significance""",0.054,">=0.05-0.15"
"32681",28142160,2017,2017,"""slightly significant""",0.025,"<0.05"
"32701",22438297,2013,2011,"""trend significance level""",0.07,">=0.05-0.15"
"32711",21067727,2011,2011,"""approaching significance""",0.06,">=0.05-0.15"
"32721",15054437,2004,2002,"""approaching significance""",0.08,">=0.05-0.15"
"32731",16455821,2006,2005,"""approaching significance""",0.06,">=0.05-0.15"
"32751",9619191,1998,1996,"""approaching significance""",0.002,"<0.05"
"32761",17940752,2008,2008,"""a weak trend""",0.11,">=0.15"
"32771",28160669,2017,2017,"""significant tendency""",0.21,">=0.15"
"32781",19280178,2009,2008,"""approaching significance""",0.058,">=0.05-0.15"
"32791",27267965,2016,2014,"""a weak trend""",0.207,">=0.15"
"32811",9514482,1998,1996,"""a significant trend""",0.005,"<0.05"
"32821",10350964,1999,1999,"""approaching significance""",0.1,">=0.15"
"32851",18773913,2008,2008,"""fell just short of significance""",0.059,">=0.05-0.15"
"32871",27327185,2016,2014,"""close to being significant""",0.06,">=0.05-0.15"
"32891",25387876,2015,2014,"""marginal significance""",0.052,">=0.05-0.15"
"32941",26485217,2015,2014,"""a nonsignificant trend""",0.1,">=0.15"
"32951",17045959,2007,2005,"""almost significant""",0.056,">=0.05-0.15"
"32961",8975854,1996,1996,"""approaching significance""",0.09,">=0.05-0.15"
"32971",19675485,2009,2008,"""quasi-significant""",0.07,">=0.05-0.15"
"32981",18831606,2008,2008,"""only marginally significant""",0.06,">=0.05-0.15"
"32991",21454917,2011,2011,"""almost significant""",0.06,">=0.05-0.15"
"33001",26313268,2016,2014,"""a decreasing trend""",0.023,"<0.05"
"33021",22711385,2012,2011,"""approaching significance""",0.02,"<0.05"
"33031",7737072,1995,1993,"""approaching significance""",0.1,">=0.15"
"33041",26227150,2015,2014,"""near-significant""",0.076,">=0.05-0.15"
"33061",10730687,2000,1999,"""a slight trend""",0.1,">=0.15"
"33071",10975512,2000,1999,"""a slight trend""",0.2,">=0.15"
"33081",27236074,2016,2014,"""nearly significant""",0.08,">=0.05-0.15"
"33091",17917552,2007,2005,"""an observed trend""",0.053,">=0.05-0.15"
"33111",24603070,2014,2014,"""a significant trend""",0.066,">=0.05-0.15"
"33121",16186278,2005,2005,"""a significant trend""",0.001,"<0.05"
"33131",16877299,2006,2005,"""a nonsignificant trend""",0.09,">=0.05-0.15"
"33141",22268699,2012,2011,"""only marginally significant""",0.06,">=0.05-0.15"
"33151",20456815,2010,2008,"""just failed to reach statistical significance""",0.06,">=0.05-0.15"
"33171",10550134,1999,1999,"""a nonsignificant trend""",0.099,">=0.05-0.15"
"33191",15226466,2004,2002,"""tended to be significant""",0.06,">=0.05-0.15"
"33211",30540659,2019,2017,"""approaching significance""",0.06,">=0.05-0.15"
"33231",18462468,2008,2008,"""marginal significance""",0.049,"<0.05"
"33251",23144370,2013,2011,"""a strong trend""",0.056,">=0.05-0.15"
"33281",31835476,2019,2017,"""trending towards significance""",0.08,">=0.05-0.15"
"33301",25891205,2015,2014,"""nominally significant""",0.0084,"<0.05"
"33311",25113524,2014,2014,"""only marginally significant""",0.07,">=0.05-0.15"
"33321",7870896,1993,1993,"""a nonsignificant trend""",0.11,">=0.15"
"33331",21709065,2011,2011,"""nominally significant""",0.038,"<0.05"
"33371",16757491,2006,2005,"""a significant trend""",0.001,"<0.05"
"33381",29901753,2018,2017,"""tended toward significance""",0.055,">=0.05-0.15"
"33401",10477009,1999,1999,"""only marginally significant""",0.06,">=0.05-0.15"
"33431",16860051,2006,2005,"""almost significant""",0.09,">=0.05-0.15"
"33451",19451669,2009,2008,"""marginally nonsignificant""",0.059,">=0.05-0.15"
"33481",10419086,1999,1999,"""only marginally significant""",0.05,">=0.05-0.15"
"33501",22918158,2012,2011,"""a nonsignificant trend""",0.084,">=0.05-0.15"
"33511",16337715,2007,2005,"""a significant trend""",0.03,"<0.05"
"33531",17306936,2007,2005,"""a strong trend""",0.077,">=0.05-0.15"
"33551",9372293,1997,1996,"""a significant trend""",0.001,"<0.05"
"33561",27758120,2016,2014,"""a nonsignificant trend""",0.146,">=0.15"
"33571",23238499,2012,2011,"""almost significant""",0.059,">=0.05-0.15"
"33581",25499095,2015,2014,"""almost reached statistical significance""",0.125,">=0.15"
"33591",24088085,2015,2014,"""a statistical trend""",0.06,">=0.05-0.15"
"33601",7531417,1995,1993,"""approaching significance""",0.04,"<0.05"
"33611",15198763,2004,2002,"""just failed to be significant""",0.0764,">=0.05-0.15"
"33621",21457202,2011,2011,"""almost significant""",0.06,">=0.05-0.15"
"33631",10676542,1999,1999,"""fell just short of significance""",0.08,">=0.05-0.15"
"33641",19300110,2009,2008,"""a nonsignificant trend""",0.13,">=0.15"
"33651",20371675,2010,2008,"""a nonsignificant trend""",0.091,">=0.05-0.15"
"33661",14519796,2003,2002,"""almost significant""",0.06,">=0.05-0.15"
"33671",28051874,2017,2017,"""a possible trend""",0.09,">=0.05-0.15"
"33681",8862936,1996,1996,"""almost significant""",0.053,">=0.05-0.15"
"33691",23020102,2013,2011,"""only marginally significant""",0.078,">=0.05-0.15"
"33701",23979267,2013,2011,"""a strong trend""",0.09,">=0.05-0.15"
"33711",9053973,1995,1993,"""a decreasing trend""",0.07,">=0.05-0.15"
"33721",17449421,2007,2005,"""a strong trend""",0.06,">=0.05-0.15"
"33731",14986846,2003,2002,"""near significance""",0.07,">=0.05-0.15"
"33741",16099366,2005,2005,"""only marginally significant""",0.09,">=0.05-0.15"
"33761",10815703,2000,1999,"""tended toward significance""",0.07,">=0.05-0.15"
"33781",27515885,2016,2014,"""a decreasing trend""",0.09,">=0.05-0.15"
"33791",21541874,2011,2011,"""only marginally significant""",0.09,">=0.05-0.15"
"33811",26375767,2015,2014,"""nearly significant""",0.054,">=0.05-0.15"
"33821",23512743,2013,2011,"""a clear trend""",0.051,">=0.05-0.15"
"33831",12198062,2002,2002,"""a decreasing trend""",0.007,"<0.05"
"33851",22987106,2013,2011,"""a strong trend""",0.07,">=0.05-0.15"
"33861",16160704,2006,2005,"""almost significant""",0.09,">=0.05-0.15"
"33871",25502144,2015,2014,"""only marginally significant""",0.094,">=0.05-0.15"
"33881",25463450,2015,2014,"""a strong trend""",0.063,">=0.05-0.15"
"33891",17030038,2007,2005,"""only marginally significant""",0.06,">=0.05-0.15"
"33901",7953038,1994,1993,"""just failed to reach statistical significance""",0.057,">=0.05-0.15"
"33911",1547191,1992,1990,"""near significance""",0.08,">=0.05-0.15"
"33921",11868059,2002,2002,"""significantly significant""",0.117,">=0.15"
"33941",15666068,2004,2002,"""a significant trend""",0.002,"<0.05"
"33951",18303079,2008,2008,"""marginal significance""",0.042,"<0.05"
"33971",22905823,2012,2011,"""a nonsignificant trend""",0.13,">=0.15"
"33981",23627719,2013,2011,"""near-marginal significance""",0.18,">=0.15"
"33991",16799281,2006,2005,"""marginal significance""",0.07,">=0.05-0.15"
"34001",21926663,2012,2011,"""nearly significant""",0.06,">=0.05-0.15"
"34031",12036809,2002,2002,"""nearly significant""",0.056,">=0.05-0.15"
"34041",27931951,2017,2017,"""a significant trend""",0.001,"<0.05"
"34051",20696552,2010,2008,"""a nonsignificant trend""",0.026,"<0.05"
"34061",31343273,2019,2017,"""a nonsignificant trend""",0.067,">=0.05-0.15"
"34081",9582999,1998,1996,"""almost significant""",0.06,">=0.05-0.15"
"34101",8606849,1995,1993,"""almost significant""",0.054,">=0.05-0.15"
"34121",21738756,2011,2011,"""nearly significant""",0.022,"<0.05"
"34151",14639800,2003,2002,"""near significance""",0.087,">=0.05-0.15"
"34171",18570896,2008,2008,"""a significant trend""",0.01,"<0.05"
"34181",18424949,2008,2008,"""significant tendency""",0.05,">=0.05-0.15"
"34191",17909399,2007,2005,"""near-significant""",0.09,">=0.05-0.15"
"34201",22292776,2012,2011,"""only marginally significant""",0.056,">=0.05-0.15"
"34211",28561929,2017,2017,"""a statistical trend""",0.08,">=0.05-0.15"
"34221",21377689,2011,2011,"""nearly significant""",0.06,">=0.05-0.15"
"34231",20078491,2010,2008,"""nearly significant""",0.0569,">=0.05-0.15"
"34251",25750040,2015,2014,"""only marginally significant""",0.092,">=0.05-0.15"
"34261",20378181,2010,2008,"""a statistical trend""",0.12,">=0.15"
"34281",7952550,1994,1993,"""almost significant""",0.07,">=0.05-0.15"
"34291",16044302,2005,2005,"""only marginally significant""",0.098,">=0.05-0.15"
"34311",19277873,2009,2008,"""a nonsignificant trend""",0.09,">=0.05-0.15"
"34321",29022387,2017,2017,"""a decreasing trend""",0.001,"<0.05"
"34341",12508159,2003,2002,"""marginal significance""",0.05,">=0.05-0.15"
"34351",23562220,2013,2011,"""only marginally significant""",0.06,">=0.05-0.15"
"34371",25565485,2015,2014,"""just failed to reach statistical significance""",0.05,">=0.05-0.15"
"34381",7705374,1994,1993,"""almost significant""",0.06,">=0.05-0.15"
"34391",12008177,2002,2002,"""a nonsignificant trend""",0.09,">=0.05-0.15"
"34401",16823511,2006,2005,"""marginal significance""",0.07,">=0.05-0.15"
"34411",10936918,2000,1999,"""marginal significance""",0.06,">=0.05-0.15"
"34421",30028245,2019,2017,"""near significance""",0.051,">=0.05-0.15"
"34431",21732797,2011,2011,"""a nonsignificant trend""",0.098,">=0.05-0.15"
"34441",15894537,2005,2005,"""a nonsignificant trend""",0.08,">=0.05-0.15"
"34451",10378072,1999,1999,"""a strong trend""",0.057,">=0.05-0.15"
"34461",28185625,2017,2017,"""fell just short of significance""",0.06,">=0.05-0.15"
"34471",25115507,2014,2014,"""trending towards significance""",0.08,">=0.05-0.15"
"34481",12826991,2003,2002,"""a nonsignificant trend""",0.055,">=0.05-0.15"
"34491",8500302,1993,1993,"""nominally significant""",0.05,">=0.05-0.15"
"34501",22417316,2012,2011,"""just short of significance""",0.1088,">=0.15"
"34511",28760541,2017,2017,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"34521",22220935,2012,2011,"""just short of significance""",0.07,">=0.05-0.15"
"34551",7575832,1995,1993,"""a statistical trend""",0.08,">=0.05-0.15"
"34561",20600367,2010,2008,"""approaching significance""",0.1,">=0.15"
"34571",15896835,2005,2005,"""only marginally significant""",0.1,">=0.15"
"34581",27422898,2016,2014,"""approaching significance""",0.05,">=0.05-0.15"
"34591",22008332,2011,2011,"""approaching significance""",0.052,">=0.05-0.15"
"34601",23737255,2013,2011,"""barely significant""",0.0488,"<0.05"
"34611",17452159,2007,2005,"""nearly significant""",0.074,">=0.05-0.15"
"34621",25180783,2014,2014,"""a decreasing trend""",0.08,">=0.05-0.15"
"34631",22487025,2012,2011,"""a slight trend""",0.047,"<0.05"
"34641",22776095,2012,2011,"""tended to be significant""",0.072,">=0.05-0.15"
"34651",15980998,2006,2005,"""nearly significant""",0.07,">=0.05-0.15"
"34661",10569436,1999,1999,"""approaches statistical significance""",0.07,">=0.05-0.15"
"34681",23371807,2013,2011,"""only marginally significant""",0.082,">=0.05-0.15"
"34691",26316582,2015,2014,"""almost significant""",0.06,">=0.05-0.15"
"34701",22882107,2012,2011,"""marginal significance""",0.1,">=0.15"
"34711",21884870,2011,2011,"""a significant trend""",0.015,"<0.05"
"34721",24935932,2014,2014,"""near-significant""",0.06,">=0.05-0.15"
"34731",28804807,2017,2017,"""a statistical trend""",0.077,">=0.05-0.15"
"34741",15019795,2004,2002,"""near-significant""",0.056,">=0.05-0.15"
"34751",12851763,2003,2002,"""nearly significant""",0.051,">=0.05-0.15"
"34771",22564709,2012,2011,"""a clear trend""",0.0857,">=0.05-0.15"
"34781",26932733,2017,2017,"""marginal significance""",0.05,">=0.05-0.15"
"34791",27422898,2016,2014,"""approaching significance""",0.1,">=0.15"
"34801",8166777,1993,1993,"""only marginally significant""",0.055,">=0.05-0.15"
"34811",25395071,2015,2014,"""marginally nonsignificant""",0.051,">=0.05-0.15"
"34821",29718333,2018,2017,"""a nonsignificant trend""",0.06,">=0.05-0.15"
"34831",15781177,2005,2005,"""just failed to reach statistical significance""",0.061,">=0.05-0.15"
"34841",11550864,2001,1999,"""a definite trend""",0.1,">=0.15"
"34851",19231784,2009,2008,"""marginally statistically significant""",0.08,">=0.05-0.15"
"34871",18234152,2008,2008,"""fell short of significance""",0.064,">=0.05-0.15"
"34881",17083910,2007,2005,"""almost statistically significant""",0.086,">=0.05-0.15"
"34891",15988705,2005,2005,"""reached borderline significance""",0.089,">=0.05-0.15"
"34921",23579521,2013,2011,"""a statistical trend""",0.078,">=0.05-0.15"
"34931",12169846,2002,2002,"""nearly significant""",0.06,">=0.05-0.15"
"34961",10550131,1999,1999,"""nearly significant""",0.08,">=0.05-0.15"
"34981",20541949,2010,2008,"""near significance""",0.051,">=0.05-0.15"
"35001",16877068,2006,2005,"""significant tendency""",0.013,"<0.05"
"11000",24850625,2014,2014,"""only marginally significant""",0.06,">=0.05-0.15"
"21000",20975324,2011,2011,"""marginally statistically significant""",0.057,">=0.05-0.15"
"31000",11263782,2001,1999,"""tendency toward significance""",0.069,">=0.05-0.15"
"41001",1571645,1992,1990,"""just failed to reach statistical significance""",0.059,">=0.05-0.15"
"7100",28315016,2017,2017,"""a statistical trend""",0.093,">=0.05-0.15"
"9100",11133788,2001,1999,"""only marginally significant""",0.13,">=0.15"
"11100",24411764,2014,2014,"""fell just short of significance""",0.08,">=0.05-0.15"
"12100",28570966,2017,2017,"""marginal significance""",0.07,">=0.05-0.15"
"13100",11669086,2001,1999,"""a strong trend""",0.08,">=0.05-0.15"
"15100",27761980,2017,2017,"""a nonsignificant trend""",0.093,">=0.05-0.15"
"19100",10485962,1999,1999,"""near-significant""",0.1,">=0.15"
"20100",22142713,2011,2011,"""just failed to reach statistical significance""",0.06,">=0.05-0.15"
"21100",7524696,1994,1993,"""nearly significant""",0.0611,">=0.05-0.15"
"22100",9811386,1998,1996,"""weakly significant""",0.05,">=0.05-0.15"
"23100",22852579,2012,2011,"""an overall trend""",0.09,">=0.05-0.15"
"25100",23017441,2013,2011,"""almost reached statistical significance""",0.07,">=0.05-0.15"
"26100",22091926,2012,2011,"""fell short of significance""",0.06,">=0.05-0.15"
"27100",27206513,2017,2017,"""near significance""",0.072,">=0.05-0.15"
"28100",17062805,2006,2005,"""a significant trend""",0.001,"<0.05"
"31100",12752541,2003,2002,"""approaching significance""",0.104,">=0.15"
"36100",21284702,2011,2011,"""a weak trend""",0.02,"<0.05"
"4010",2173049,1990,1990,"""just failed to reach statistical significance""",0.059,">=0.05-0.15"
"4110",8643248,1996,1996,"""nearly significant""",0.06,">=0.05-0.15"
"43101",17227978,2007,2005,"""a nonsignificant trend""",0.06,">=0.05-0.15"
"44101",23692856,2013,2011,"""marginal significance""",0.11,">=0.15"
"4510",12807995,2003,2002,"""a strong trend""",0.08,">=0.05-0.15"
"4610",15452587,2005,2005,"""weakly significant""",0.044,"<0.05"
"47101",12796019,2003,2002,"""almost reached statistical significance""",0.056,">=0.05-0.15"
"48101",15919304,2005,2005,"""approaching significance""",0.1,">=0.15"
"49101",23368896,2013,2011,"""a nonsignificant trend""",0.07,">=0.05-0.15"
"50101",12600870,2003,2002,"""nearly significant""",0.055,">=0.05-0.15"
"51101",8758013,1996,1996,"""a negative trend""",0.01,"<0.05"
"52101",9394687,1997,1996,"""nearly significant""",0.06,">=0.05-0.15"
"53101",30251913,2019,2017,"""a statistical trend""",0.1,">=0.15"
"54101",19242263,2009,2008,"""a significant trend""",0.029,"<0.05"
"55101",14583341,2003,2002,"""a nonsignificant trend""",0.16,">=0.15"
"5610",28545756,2017,2017,"""just missing significance""",0.099,">=0.05-0.15"
"5710",16162054,2005,2005,"""nearly significant""",0.055,">=0.05-0.15"
"5810",8647966,1996,1996,"""near-significant""",0.06,">=0.05-0.15"
"5910",30477846,2018,2017,"""close to being significant""",0.075,">=0.05-0.15"
"6010",28422532,2017,2017,"""tended to be significant""",0.08,">=0.05-0.15"
"6110",20615494,2010,2008,"""a nonsignificant trend""",0.089,">=0.05-0.15"
"6210",10609978,1999,1999,"""approaching significance""",0.07,">=0.05-0.15"
"6310",25771707,2015,2014,"""near significance""",0.1,">=0.15"
"6510",28420417,2017,2017,"""a strong trend""",1e-04,"<0.05"
"6610",8880835,1996,1996,"""only marginally significant""",0.06,">=0.05-0.15"
